[Ruhrgebiet Mod] Copying data files to cities/data/RHR...
[Ruhrgebiet Mod] Data files copied successfully.
[Ruhrgebiet Mod] Starting tile server on port 8080...
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F531%2F341.mvt in 1.819667ms
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F533%2F341.mvt in 3.328625ms
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F531%2F342.mvt in 1.418959ms
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F533%2F342.mvt in 1.475334ms
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F532%2F342.mvt in 1.639209ms
2026/08/29 22:01:05 main.go:162: served 304 %2FRHR%2F10%2F534%2F342.mvt in 1.715958ms
2026/08/29 22:01:06 main.go:162: served 204 %2FRHR%2F10%2F533%2F343.mvt in 38.583µs
2026/08/29 22:01:06 main.go:162: served 204 %2FRHR%2F10%2F532%2F343.mvt in 18.583µs
2026/08/29 22:01:06 main.go:162: served 204 %2FRHR%2F10%2F534%2F343.mvt in 11.209µs
2026/08/29 22:01:06 main.go:162: served 204 %2FRHR%2F10%2F531%2F343.mvt in 7.792µs
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F530%2F343.mvt in 62.75µs
2026/08/29 22:01:07 main.go:162: served 304 %2FRHR%2F10%2F530%2F342.mvt in 1.543542ms
2026/08/29 22:01:07 main.go:162: served 304 %2FRHR%2F10%2F530%2F341.mvt in 1.597417ms
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F529%2F342.mvt in 56.75µs
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F529%2F341.mvt in 30.375µs
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F529%2F343.mvt in 12.375µs
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F528%2F342.mvt in 61.209µs
2026/08/29 22:01:07 main.go:162: served 204 %2FRHR%2F10%2F528%2F341.mvt in 15.167µs
2026/08/29 22:01:08 main.go:162: served 204 %2FRHR%2F10%2F529%2F340.mvt in 64.292µs
2026/08/29 22:01:08 main.go:162: served 204 %2FRHR%2F10%2F528%2F340.mvt in 18.25µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1060%2F682.mvt in 47.125µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1060%2F683.mvt in 145.75µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1060%2F681.mvt in 36.25µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1059%2F682.mvt in 15.333µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1059%2F683.mvt in 8.25µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F11%2F1059%2F681.mvt in 8.125µs
2026/08/29 22:01:10 main.go:162: served 200 %2FRHR%2F11%2F1061%2F681.mvt in 2.914834ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F11%2F1061%2F682.mvt in 1.092125ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F11%2F1061%2F683.mvt in 327.833µs
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F11%2F1062%2F682.mvt in 2.547917ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F11%2F1062%2F683.mvt in 2.610834ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F11%2F1062%2F681.mvt in 2.564834ms
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F12%2F2121%2F1365.mvt in 44.167µs
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F12%2F2121%2F1364.mvt in 34.667µs
2026/08/29 22:01:10 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1364.mvt in 3.472292ms
2026/08/29 22:01:10 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1366.mvt in 1.855875ms
2026/08/29 22:01:10 main.go:162: served 204 %2FRHR%2F12%2F2121%2F1366.mvt in 1.707125ms
2026/08/29 22:01:10 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1365.mvt in 5.200917ms
2026/08/29 22:01:10 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1364.mvt in 2.927542ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F12%2F2123%2F1365.mvt in 1.685292ms
2026/08/29 22:01:10 main.go:162: served 304 %2FRHR%2F12%2F2123%2F1366.mvt in 5.212334ms
2026/08/29 22:01:12 main.go:162: served 204 %2FRHR%2F10%2F529%2F339.mvt in 50.208µs
2026/08/29 22:01:13 main.go:162: served 204 %2FRHR%2F10%2F529%2F338.mvt in 53.416µs
2026/08/29 22:01:18 main.go:162: served 204 %2FRHR%2F10%2F530%2F337.mvt in 78.25µs
2026/08/29 22:01:18 main.go:162: served 200 %2FRHR%2F10%2F531%2F337.mvt in 170.584µs
2026/08/29 22:01:18 main.go:162: served 204 %2FRHR%2F10%2F529%2F337.mvt in 15.417µs
2026/08/29 22:01:18 main.go:162: served 304 %2FRHR%2F10%2F532%2F337.mvt in 164.042µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1061%2F676.mvt in 51.792µs
2026/08/29 22:01:20 main.go:162: served 200 %2FRHR%2F11%2F1062%2F676.mvt in 667.458µs
2026/08/29 22:01:20 main.go:162: served 200 %2FRHR%2F11%2F1061%2F677.mvt in 517.417µs
2026/08/29 22:01:20 main.go:162: served 200 %2FRHR%2F11%2F1062%2F677.mvt in 261.959µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1061%2F675.mvt in 28.459µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1060%2F676.mvt in 38.458µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1062%2F675.mvt in 21.125µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1060%2F677.mvt in 13.792µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1063%2F675.mvt in 9.917µs
2026/08/29 22:01:20 main.go:162: served 204 %2FRHR%2F11%2F1060%2F675.mvt in 19.792µs
2026/08/29 22:01:20 main.go:162: served 200 %2FRHR%2F11%2F1063%2F677.mvt in 152.417µs
2026/08/29 22:01:20 main.go:162: served 200 %2FRHR%2F11%2F1063%2F676.mvt in 236.334µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1353.mvt in 1.546791ms
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1354.mvt in 783µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1354.mvt in 1.134875ms
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1353.mvt in 1.919167ms
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1352.mvt in 555.5µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1352.mvt in 1.320834ms
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1353.mvt in 511.625µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1353.mvt in 340.083µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1354.mvt in 785.541µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1354.mvt in 700.291µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2122%2F1352.mvt in 194.458µs
2026/08/29 22:01:21 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1352.mvt in 1.253916ms
2026/08/29 22:03:32 main.go:162: served 200 %2FRHR%2F12%2F2126%2F1354.mvt in 954.833µs
2026/08/29 22:03:32 main.go:162: served 200 %2FRHR%2F12%2F2126%2F1353.mvt in 1.035375ms
./run_mac-linux.sh: line 23:  5275 Killed: 9               "$SCRIPT_DIR/pmtiles" serve "$SCRIPT_DIR" --port 8080 --cors=*
