[Ruhrgebiet Mod] Copying data files to cities/data/RHR...
[Ruhrgebiet Mod] Data files copied successfully.
[Ruhrgebiet Mod] Starting tile server on port 8094...
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2734.mvt in 65.70725ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5467.mvt in 4.062666ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5467.mvt in 5.522583ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5468.mvt in 541.083µs
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5469.mvt in 112.115458ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5467.mvt in 72.2765ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5469.mvt in 41.592375ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5468.mvt in 41.76275ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5469.mvt in 107.96125ms
2026/08/27 19:17:55 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5468.mvt in 873.833µs
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4250%2F2734.mvt in 899.375µs
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4249%2F2733.mvt in 1.137625ms
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4251%2F2733.mvt in 1.097875ms
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4251%2F2734.mvt in 907.833µs
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4250%2F2733.mvt in 3.000375ms
2026/08/27 19:17:56 main.go:162: served 200 %2FRHR%2F13%2F4249%2F2734.mvt in 2.816667ms
2026/08/27 19:17:56 main.go:162: served 204 %2FRHR%2F10%2F529%2F340.mvt in 26.833µs
2026/08/27 19:17:56 main.go:162: served 304 %2FRHR%2F10%2F530%2F340.mvt in 1.620125ms
2026/08/27 19:18:06 main.go:162: served 204 %2FRHR%2F10%2F529%2F341.mvt in 46.709µs
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F530%2F341.mvt in 567.334µs
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F532%2F340.mvt in 569.333µs
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F532%2F342.mvt in 2.225291ms
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F531%2F342.mvt in 2.022791ms
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F531%2F340.mvt in 1.901542ms
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F530%2F342.mvt in 1.717041ms
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F530%2F340.mvt in 2.321083ms
2026/08/27 19:18:06 main.go:162: served 204 %2FRHR%2F10%2F529%2F342.mvt in 25.375µs
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F531%2F341.mvt in 321µs
2026/08/27 19:18:06 main.go:162: served 204 %2FRHR%2F10%2F529%2F340.mvt in 341.209µs
2026/08/27 19:18:06 main.go:162: served 304 %2FRHR%2F10%2F532%2F341.mvt in 7.82875ms
2026/08/27 19:18:13 main.go:162: served 204 %2FRHR%2F10%2F529%2F339.mvt in 250.667µs
2026/08/27 19:18:13 main.go:162: served 304 %2FRHR%2F10%2F531%2F339.mvt in 728.792µs
2026/08/27 19:18:13 main.go:162: served 304 %2FRHR%2F10%2F532%2F339.mvt in 1.408ms
2026/08/27 19:18:13 main.go:162: served 304 %2FRHR%2F10%2F530%2F339.mvt in 1.509125ms
2026/08/27 19:18:15 main.go:162: served 200 %2FRHR%2F10%2F531%2F338.mvt in 348.542µs
2026/08/27 19:18:15 main.go:162: served 200 %2FRHR%2F10%2F530%2F338.mvt in 155.417µs
2026/08/27 19:18:15 main.go:162: served 204 %2FRHR%2F10%2F529%2F338.mvt in 14.958µs
2026/08/27 19:18:15 main.go:162: served 304 %2FRHR%2F10%2F532%2F338.mvt in 472.25µs
2026/08/27 19:18:18 main.go:162: served 204 %2FRHR%2F10%2F530%2F337.mvt in 41.458µs
2026/08/27 19:18:18 main.go:162: served 200 %2FRHR%2F10%2F531%2F337.mvt in 244.083µs
2026/08/27 19:18:18 main.go:162: served 304 %2FRHR%2F10%2F532%2F337.mvt in 124.708µs
2026/08/27 19:18:20 main.go:162: served 204 %2FRHR%2F11%2F1061%2F676.mvt in 26.625µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1062%2F676.mvt in 1.176416ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1062%2F677.mvt in 1.618416ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1063%2F677.mvt in 828.167µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1061%2F677.mvt in 911.958µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1063%2F676.mvt in 1.363708ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1064%2F676.mvt in 715.167µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F11%2F1064%2F677.mvt in 282.541µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1354.mvt in 1.3155ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1353.mvt in 373.917µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1354.mvt in 829.083µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1353.mvt in 472.167µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2125%2F1355.mvt in 459.25µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2124%2F1355.mvt in 492.291µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2126%2F1353.mvt in 1.216458ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2126%2F1354.mvt in 1.39375ms
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1353.mvt in 750.75µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1354.mvt in 782.625µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2126%2F1355.mvt in 436.209µs
2026/08/27 19:18:20 main.go:162: served 200 %2FRHR%2F12%2F2123%2F1355.mvt in 617.083µs
2026/08/27 19:18:22 main.go:162: served 304 %2FRHR%2F11%2F1064%2F677.mvt in 147.417µs
2026/08/27 19:18:22 main.go:162: served 304 %2FRHR%2F11%2F1064%2F676.mvt in 148.291µs
2026/08/27 19:18:24 main.go:162: served 204 %2FRHR%2F10%2F533%2F337.mvt in 54.75µs
2026/08/27 19:18:24 main.go:162: served 304 %2FRHR%2F10%2F533%2F339.mvt in 2.142625ms
2026/08/27 19:18:24 main.go:162: served 304 %2FRHR%2F10%2F533%2F338.mvt in 1.292ms
2026/08/27 19:18:25 main.go:162: served 204 %2FRHR%2F10%2F534%2F337.mvt in 48.542µs
2026/08/27 19:18:25 main.go:162: served 304 %2FRHR%2F10%2F534%2F339.mvt in 445.875µs
2026/08/27 19:18:25 main.go:162: served 304 %2FRHR%2F10%2F534%2F338.mvt in 461.583µs
2026/08/27 19:18:26 main.go:162: served 204 %2FRHR%2F10%2F535%2F337.mvt in 19.125µs
2026/08/27 19:18:26 main.go:162: served 204 %2FRHR%2F10%2F535%2F339.mvt in 14.208µs
2026/08/27 19:18:26 main.go:162: served 204 %2FRHR%2F10%2F535%2F338.mvt in 61.292µs
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1067%2F676.mvt in 1.354292ms
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1068%2F677.mvt in 752.625µs
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1066%2F676.mvt in 665.042µs
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1068%2F676.mvt in 1.181167ms
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1067%2F677.mvt in 1.834417ms
2026/08/27 19:18:29 main.go:162: served 200 %2FRHR%2F11%2F1066%2F677.mvt in 862.291µs
2026/08/27 19:18:29 main.go:162: served 204 %2FRHR%2F11%2F1069%2F676.mvt in 73.334µs
2026/08/27 19:18:29 main.go:162: served 204 %2FRHR%2F11%2F1069%2F677.mvt in 14.916µs
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1068%2F678.mvt in 923.166µs
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1067%2F678.mvt in 1.069791ms
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1066%2F678.mvt in 1.054708ms
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1065%2F678.mvt in 323.959µs
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1065%2F676.mvt in 347.125µs
2026/08/27 19:18:39 main.go:162: served 200 %2FRHR%2F11%2F1065%2F677.mvt in 364.625µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1067%2F679.mvt in 579.334µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1066%2F679.mvt in 760.875µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1065%2F679.mvt in 923.167µs
2026/08/27 19:18:40 main.go:162: served 304 %2FRHR%2F11%2F1064%2F677.mvt in 162.708µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1064%2F679.mvt in 461.459µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1064%2F678.mvt in 459.625µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1063%2F679.mvt in 344µs
2026/08/27 19:18:40 main.go:162: served 304 %2FRHR%2F11%2F1063%2F677.mvt in 321.334µs
2026/08/27 19:18:40 main.go:162: served 200 %2FRHR%2F11%2F1063%2F678.mvt in 528.292µs
2026/08/27 19:18:41 main.go:162: served 200 %2FRHR%2F11%2F1062%2F679.mvt in 338.75µs
2026/08/27 19:18:41 main.go:162: served 200 %2FRHR%2F11%2F1062%2F678.mvt in 295.416µs
2026/08/27 19:18:41 main.go:162: served 304 %2FRHR%2F11%2F1064%2F680.mvt in 2.684458ms
2026/08/27 19:18:41 main.go:162: served 304 %2FRHR%2F11%2F1065%2F680.mvt in 2.740792ms
2026/08/27 19:18:41 main.go:162: served 304 %2FRHR%2F11%2F1063%2F680.mvt in 3.087791ms
2026/08/27 19:18:41 main.go:162: served 304 %2FRHR%2F11%2F1062%2F680.mvt in 2.988458ms
2026/08/27 19:18:41 main.go:162: served 200 %2FRHR%2F11%2F1061%2F680.mvt in 408.042µs
2026/08/27 19:18:41 main.go:162: served 200 %2FRHR%2F11%2F1061%2F678.mvt in 1.242708ms
2026/08/27 19:18:41 main.go:162: served 200 %2FRHR%2F11%2F1061%2F679.mvt in 1.316625ms
2026/08/27 19:18:42 main.go:162: served 200 %2FRHR%2F11%2F1061%2F681.mvt in 215.583µs
2026/08/27 19:18:42 main.go:162: served 304 %2FRHR%2F11%2F1062%2F681.mvt in 1.503834ms
2026/08/27 19:18:42 main.go:162: served 304 %2FRHR%2F11%2F1063%2F681.mvt in 1.472791ms
2026/08/27 19:18:42 main.go:162: served 304 %2FRHR%2F11%2F1064%2F681.mvt in 1.590208ms
2026/08/27 19:18:42 main.go:162: served 204 %2FRHR%2F11%2F1060%2F681.mvt in 69.375µs
2026/08/27 19:18:42 main.go:162: served 204 %2FRHR%2F11%2F1060%2F680.mvt in 62.416µs
2026/08/27 19:18:42 main.go:162: served 204 %2FRHR%2F11%2F1060%2F679.mvt in 42.167µs
2026/08/27 19:18:44 main.go:162: served 204 %2FRHR%2F11%2F1060%2F682.mvt in 56.875µs
2026/08/27 19:18:44 main.go:162: served 304 %2FRHR%2F11%2F1062%2F682.mvt in 1.06375ms
2026/08/27 19:18:44 main.go:162: served 304 %2FRHR%2F11%2F1061%2F682.mvt in 1.099333ms
2026/08/27 19:18:44 main.go:162: served 304 %2FRHR%2F11%2F1063%2F682.mvt in 1.570458ms
2026/08/27 19:18:45 main.go:162: served 204 %2FRHR%2F11%2F1060%2F683.mvt in 57.416µs
2026/08/27 19:18:45 main.go:162: served 304 %2FRHR%2F11%2F1062%2F683.mvt in 1.119167ms
2026/08/27 19:18:45 main.go:162: served 304 %2FRHR%2F11%2F1061%2F683.mvt in 1.604375ms
2026/08/27 19:18:45 main.go:162: served 304 %2FRHR%2F11%2F1063%2F683.mvt in 2.177916ms
2026/08/27 19:18:48 main.go:162: served 204 %2FRHR%2F11%2F1060%2F684.mvt in 140.667µs
2026/08/27 19:18:48 main.go:162: served 304 %2FRHR%2F11%2F1063%2F684.mvt in 1.124ms
2026/08/27 19:18:48 main.go:162: served 304 %2FRHR%2F11%2F1061%2F684.mvt in 1.595458ms
2026/08/27 19:18:48 main.go:162: served 304 %2FRHR%2F11%2F1062%2F684.mvt in 1.758792ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2125%2F1366.mvt in 1.773375ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2125%2F1368.mvt in 3.465667ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2124%2F1366.mvt in 3.796375ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2124%2F1368.mvt in 3.807375ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2123%2F1367.mvt in 1.602958ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2124%2F1367.mvt in 4.054625ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2125%2F1367.mvt in 4.092916ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2126%2F1366.mvt in 570.5µs
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2126%2F1367.mvt in 950.417µs
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2123%2F1368.mvt in 1.131917ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2123%2F1366.mvt in 1.691083ms
2026/08/27 19:18:49 main.go:162: served 304 %2FRHR%2F12%2F2126%2F1368.mvt in 1.70775ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2735.mvt in 10.133167ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4251%2F2733.mvt in 2.757167ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4249%2F2733.mvt in 12.954625ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4251%2F2735.mvt in 12.28825ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4251%2F2734.mvt in 14.573917ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4249%2F2734.mvt in 14.637667ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2734.mvt in 14.778583ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4249%2F2735.mvt in 3.594458ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2733.mvt in 11.438375ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5468.mvt in 1.244125ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5468.mvt in 706.458µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5469.mvt in 955.666µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5469.mvt in 558.084µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5468.mvt in 588.25µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5469.mvt in 578.875µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8500%2F5467.mvt in 810.291µs
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8499%2F5467.mvt in 5.024042ms
2026/08/27 19:18:51 main.go:162: served 304 %2FRHR%2F14%2F8501%2F5467.mvt in 5.14125ms
2026/08/27 19:19:02 server.go:156: fetching RHR 47016-3754
2026/08/27 19:19:02 server.go:200: fetched RHR 47016-3754
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17000%2F10937.mvt in 692.084µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16999%2F10938.mvt in 1.608792ms
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17000%2F10939.mvt in 914.167µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17001%2F10938.mvt in 694.916µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17000%2F10938.mvt in 2.714ms
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16999%2F10937.mvt in 321.875µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17001%2F10937.mvt in 184µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16998%2F10937.mvt in 177.917µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16998%2F10938.mvt in 216.583µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16999%2F10939.mvt in 333.75µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F17001%2F10939.mvt in 430.958µs
2026/08/27 19:19:02 main.go:162: served 200 %2FRHR%2F15%2F16998%2F10939.mvt in 368.084µs
2026/08/27 19:19:13 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10938.mvt in 160.5µs
2026/08/27 19:19:13 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10937.mvt in 71.917µs
2026/08/27 19:19:13 main.go:162: served 304 %2FRHR%2F15%2F16999%2F10938.mvt in 125.083µs
2026/08/27 19:19:13 main.go:162: served 304 %2FRHR%2F15%2F16999%2F10937.mvt in 63.542µs
2026/08/27 19:19:20 main.go:162: served 304 %2FRHR%2F15%2F16999%2F10937.mvt in 142.542µs
2026/08/27 19:19:20 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10937.mvt in 161.292µs
2026/08/27 19:19:30 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10938.mvt in 181.209µs
2026/08/27 19:19:30 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10938.mvt in 161.667µs
2026/08/27 19:19:38 main.go:162: served 304 %2FRHR%2F15%2F17000%2F10937.mvt in 157.041µs
2026/08/27 19:19:47 main.go:162: served 304 %2FRHR%2F15%2F17001%2F10937.mvt in 157.334µs
2026/08/27 19:19:47 main.go:162: served 304 %2FRHR%2F15%2F17001%2F10938.mvt in 192.958µs
2026/08/27 19:19:48 main.go:162: served 200 %2FRHR%2F14%2F8498%2F5469.mvt in 880.875µs
2026/08/27 19:19:48 main.go:162: served 200 %2FRHR%2F14%2F8498%2F5468.mvt in 890.5µs
2026/08/27 19:19:48 main.go:162: served 304 %2FRHR%2F13%2F4249%2F2734.mvt in 215.167µs
2026/08/27 19:19:48 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2733.mvt in 204µs
2026/08/27 19:19:48 main.go:162: served 304 %2FRHR%2F13%2F4250%2F2734.mvt in 971.583µs
2026/08/27 19:19:48 main.go:162: served 304 %2FRHR%2F13%2F4249%2F2733.mvt in 800.5µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1062%2F682.mvt in 235.625µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1061%2F682.mvt in 96.666µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1063%2F682.mvt in 115.167µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1061%2F683.mvt in 66.625µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1063%2F683.mvt in 77.541µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1062%2F683.mvt in 160.417µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1063%2F684.mvt in 190.417µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1062%2F684.mvt in 250.375µs
2026/08/27 19:19:49 main.go:162: served 304 %2FRHR%2F11%2F1061%2F684.mvt in 142.75µs
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F531%2F341.mvt in 2.8345ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F531%2F342.mvt in 2.641416ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F530%2F342.mvt in 2.363209ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F530%2F341.mvt in 3.463083ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F532%2F341.mvt in 3.260958ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F532%2F342.mvt in 2.857125ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F530%2F340.mvt in 430.541µs
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F532%2F340.mvt in 1.562041ms
2026/08/27 19:19:50 main.go:162: served 304 %2FRHR%2F10%2F531%2F340.mvt in 1.372083ms
2026/08/27 19:19:50 main.go:162: served 204 %2FRHR%2F10%2F529%2F341.mvt in 29.583µs
2026/08/27 19:19:50 main.go:162: served 204 %2FRHR%2F10%2F529%2F342.mvt in 31.459µs
2026/08/27 19:19:50 main.go:162: served 204 %2FRHR%2F10%2F529%2F340.mvt in 12.083µs
./run_mac-linux.sh: line 23:  4416 Terminated: 15          "$SCRIPT_DIR/pmtiles" serve "$SCRIPT_DIR" --port 8094 --cors=*
