[Munich Mod] Copying data files to cities/data/MUC...
[Munich Mod] Data files copied successfully.
[Munich Mod] Starting tile server on port 8082...
2026/08/27 12:00:12 main.go:162: served 304 %2FMUC%2F12%2F2180%2F1422.mvt in 4.019666ms
2026/08/27 12:00:12 main.go:162: served 304 %2FMUC%2F12%2F2178%2F1419.mvt in 2.928833ms
2026/08/27 12:00:12 main.go:162: served 304 %2FMUC%2F12%2F2179%2F1422.mvt in 3.273792ms
2026/08/27 12:00:12 main.go:162: served 200 %2FMUC%2F12%2F2182%2F1420.mvt in 624.708µs
2026/08/27 12:00:12 main.go:162: served 200 %2FMUC%2F12%2F2178%2F1418.mvt in 498µs
2026/08/27 12:00:13 main.go:162: served 200 %2FMUC%2F12%2F2179%2F1418.mvt in 2.150084ms
2026/08/27 12:00:13 main.go:162: served 304 %2FMUC%2F12%2F2181%2F1419.mvt in 1.632709ms
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F12%2F2178%2F1422.mvt in 2.334542ms
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F12%2F2181%2F1422.mvt in 1.910542ms
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1089%2F710.mvt in 751µs
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1089%2F711.mvt in 731.75µs
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1090%2F711.mvt in 1.608334ms
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1090%2F710.mvt in 1.77125ms
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1089%2F709.mvt in 469.125µs
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1090%2F709.mvt in 408.542µs
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1088%2F710.mvt in 334.75µs
2026/08/27 12:00:15 main.go:162: served 304 %2FMUC%2F11%2F1088%2F709.mvt in 503.833µs
2026/08/27 12:00:16 main.go:162: served 304 %2FMUC%2F11%2F1088%2F711.mvt in 533µs
2026/08/27 12:00:16 main.go:162: served 304 %2FMUC%2F11%2F1091%2F709.mvt in 289.459µs
2026/08/27 12:00:16 main.go:162: served 304 %2FMUC%2F11%2F1091%2F710.mvt in 320.542µs
2026/08/27 12:00:16 main.go:162: served 304 %2FMUC%2F11%2F1091%2F711.mvt in 352.791µs
2026/08/27 12:03:05 main.go:162: served 304 %2FMUC%2F10%2F545%2F354.mvt in 4.347042ms
2026/08/27 12:03:05 main.go:162: served 304 %2FMUC%2F10%2F544%2F355.mvt in 4.388791ms
2026/08/27 12:03:05 main.go:162: served 304 %2FMUC%2F10%2F545%2F355.mvt in 4.563083ms
2026/08/27 12:03:05 main.go:162: served 304 %2FMUC%2F10%2F544%2F354.mvt in 4.579791ms
2026/08/27 12:03:06 main.go:162: served 304 %2FMUC%2F10%2F543%2F354.mvt in 1.81075ms
2026/08/27 12:03:06 main.go:162: served 304 %2FMUC%2F10%2F543%2F355.mvt in 1.05325ms
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F546%2F354.mvt in 1.132916ms
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F546%2F355.mvt in 283.917µs
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F546%2F356.mvt in 1.196542ms
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F545%2F356.mvt in 1.620584ms
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F544%2F356.mvt in 1.806875ms
2026/08/27 12:03:07 main.go:162: served 304 %2FMUC%2F10%2F543%2F356.mvt in 1.993291ms
2026/08/27 12:03:09 main.go:162: served 304 %2FMUC%2F12%2F2178%2F1422.mvt in 2.723875ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4357%2F2843.mvt in 2.336083ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4357%2F2844.mvt in 2.553291ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4357%2F2842.mvt in 2.3455ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4360%2F2844.mvt in 3.0445ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4359%2F2844.mvt in 3.290958ms
2026/08/27 12:03:10 main.go:162: served 304 %2FMUC%2F13%2F4358%2F2844.mvt in 3.519084ms
2026/08/27 12:03:17 main.go:162: served 304 %2FMUC%2F12%2F2177%2F1421.mvt in 2.209875ms
2026/08/27 12:03:17 main.go:162: served 304 %2FMUC%2F12%2F2177%2F1422.mvt in 2.3165ms
2026/08/27 12:03:17 main.go:162: served 304 %2FMUC%2F12%2F2177%2F1420.mvt in 2.60975ms
2026/08/27 12:03:21 main.go:162: served 304 %2FMUC%2F13%2F4357%2F2843.mvt in 606µs
2026/08/27 12:03:21 main.go:162: served 304 %2FMUC%2F13%2F4357%2F2842.mvt in 651.209µs
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F13%2F4360%2F2843.mvt in 2.446416ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F13%2F4360%2F2842.mvt in 2.462834ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F12%2F2180%2F1421.mvt in 4.112333ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F12%2F2179%2F1421.mvt in 10.260125ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F12%2F2178%2F1421.mvt in 11.291833ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F545%2F354.mvt in 9.3185ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F544%2F355.mvt in 1.155084ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F545%2F355.mvt in 1.420375ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F543%2F354.mvt in 1.750709ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F544%2F354.mvt in 3.201791ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F543%2F355.mvt in 1.352917ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F546%2F354.mvt in 103.708µs
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F546%2F355.mvt in 2.755041ms
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F544%2F356.mvt in 248.75µs
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F545%2F356.mvt in 501µs
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F546%2F356.mvt in 642.666µs
2026/08/27 12:03:22 main.go:162: served 304 %2FMUC%2F10%2F543%2F356.mvt in 211.208µs
./run_mac-linux.sh: line 23: 91287 Terminated: 15          "$SCRIPT_DIR/pmtiles" serve "$SCRIPT_DIR" --port 8082 --cors=*
